review_id,product_id,review
4455,221,세안하고 스킨토너 대신 간편하게 닦아내기 좋아요  토너로 닦아내고 기초 시작했는데 토너와 화장솜 구매하는것보다 가격면에서도 경제적이에요  피부는 복합성인데 트러블없이 잘 맞아요  재구매의사있습니다 엠보싱 있는면으로는 티존 위주와 입술 각질 먼저 장리하고 뒷면으로 2차 닦아내요 
4456,221,좋아서 재구매해요
4457,221,모공에 좋다고해서 구매해봤어요
4458,221,후기가 조아서 구매했어요. 꾸준히 써보려구요
4459,221,늘 사용하고있어요 좋아요
4460,221,메디큐브 모공패드 세안후 피부결정리하려고 구매했는데 기대됩니다 
4461,221,모공이 사라지네요 굳
4462,221,중학생 아이가 메디큐브 시카패드사용하는데 좋대서 제로모공도 사봣어요
4463,221,"70매에 가격이 비씨다고 생각했는데 쿠폰 왕창 먹이고 싼가격에 겟 배송은 말해모해  일단, 패드 케이스는 살짝 큽니당 그치만 안에 열어보면 위생적으로 집게를 받칠 수 있게 집게가 길며 잡기 쉽게 되어있습니당.  다른 패드들은 집게를 고정할 수 있는 곳이 뚜껑에 달려있어서 빼고 끼우기 귀찮았는데 이건 정교하게 되어있어서 훨씬 수월하고 편리합니당. 패드가 두께감이 있으면 앞뒤로 가볍게 각질제거와 부드러운 면으로 얼굴을 닦을 수 있습니당  자극은 느끼지 못했어용 그리고 모공이 확실히 쪼여지고 피부가 개선된다는 느낌은 받았습니당 하지만, 패드 크기가 작아서 ㅜㅜ 이 부분은 리뉴얼 되기를 바라는 점입니당 "
4464,221,한통다 쓰고 재구매해요 다음날 피부가 정돈이되요
4465,221,금방써서 안타까워요 ㅠ 
4466,221,메디큐브 패드 계속 쓰고있는데 떨어져서 주문하려고 보니 신제품 모공패드가 있어서 사용안해본 제품이지만 메디큐브 브랜드믿고 주문했습니다
4467,221,"상품 받아보니 만족합니다,,"
4468,221,매일쓰는 제품을 컬리에서 주문할수 있어서 좋아요
4469,221,"여러통 구입중하고 있고,  모공정리 효과 있습니다. "
4470,221,늘 쓰는건데 공홈 가격이 더 저렴할 때가 있으나 무배 채우려고 이것저것 담게 되어서 컬리에서 장 보면서 사는게 훨 편해요 
4471,221,조아요 또 쓸거에여
4472,221,메디큐브 뷰티디바이스를 사용하고 있어서 구매해봤어요. 괜찮은 것 같습니다.
4473,222,"저는 복합성 피부라서 밤에는 꼭 수면팩을 사용합니다. 라운드랩 1025 독도 수면팩은 제가 사용해 본 수면팩 중 가장 촉촉한 제품 중 하나입니다. 팩을 발랐을 때 피부가 촉촉하게 감싸지는 느낌이 있고, 아침에 일어났을 때도 피부가 촉촉하고 부드러워졌습니다. 라운드랩 1025 독도 수면팩은 울릉도 햇쌀이 닿지 않는 인체와 유사한 미네랄 밸런스를 이루는 해양심층수 바닷물과 천연 추출물이 함유된 수분 충전 수면팩입니다. 피부에 수분을 공급하고 보호막을 형성하여 촉촉하고 건강한 피부를 유지해줍니다. 사용팁은 냉장보관 하면 쿨링효과가 업그레이드 된다고 합니다. 친환경적으로 상자에 소이잉크를 사용했다고 하니 정성이 느껴지고 믿음이  갑니다."
4474,222,이거 왜 유명한지 써보니 알겠어요!! 전 여기에 정착할듯싶어요!!
4475,222,자기 전에 수면팩 사용하는데 가격이 저렴하게 나와서 바로 구매했습니다
4476,222,그냥저냥 쓸만한듯..
4477,222,가격이 저렴한데 후기가 여기저기 다 좋다고 하길래 구매 했습니다 제품 배송 받자마자 후기 쓰는거라 효과는 아직이구요 배송이 빠르게오는거 알고 주문했지만 생각보다 더 빠르네요 저녁 7시반에 주문해서 12시쯤 배송왔어요 4시간30분 걸리는 배송은 처음이라 너무 당황스러워뇽 배달음식 주문한 줄 알았네요 빠르게 배송해주셔서 감사합니다
4478,222,얼굴이 탱탱해 지는거 같아서 좋아요
4479,222,항상 잘사용 하고 있어요 
4480,222,텍스쳐가 굉장히 산뜻해서 발림성이 조아요
4481,222,밤에 도톰하게 바르고 자면 아침에 촉촉합니다. 
4482,222,지성피부에 잘 맞아요 재구매 할 예정
4483,222,독도필링젤 쓰고 있는데  좋아서 수면팩도 구매해봤어요!! 기대기대
4484,222,밤 마다 건조한 듯해서 ㅠ 사보았어용 그냥 저냥 쓸 만함
4485,222,독도 수면팩 몇년째 사용중입니다
4486,222,피부가 건조하고 당기는 계절이 왔네요 완전 건성피부라서 수분보충을 위해서 수면팩을  주문 했어요
4487,222,독도토너가 좋아서 팩도 사봤어요
4488,222,아침에 세수하니 매끈거리고 촉촉하네요
4489,222,이것만 몇년째인지.....
4490,222,건성인데 자기전에 바르고 자면 확실히 아침에 피부가 촉촉해요.  맘에 들어요
4491,222,믿고사는 컬리!!  감사합니다.
4492,222,써보고싶었는데  저렴하게 잘산거같아요  이제 수면팩 열심히해봐야겠어요
4493,223,컬리로 화장품 첫 구매인데 보라색 포장이 설레임 가득합니다 진짜  그리고 저도 미스크란 미스트 다 써봤지만.. 분사력도 중요 한데다 지속력이라 해야하나? 뿌릴땐 좋아도 나중에 더 당기면 겨울에 히터틀은 실내 안에서 피부가 살려달라도 소리 지르는 느낌 들잖아요 ㅠㅠ  그런데 이거는 오일 성분이 있어서 인지 그렇다고 무겁지도 않음 뿌리고 나서 꽤 오래 지속 되는 느낌. 아니 아얘 그냥 ㅎㅎ 또뿌려야겠네  느낌이 없이 너무 만족스러운 분사력과 유지력이 느껴지네요.  그리고 과하지 않은 은은한 청귤향이 너무너무 좋아서 얼굴은 안당기는데 괜히 또 뿌리고 또 뿌리게 되네요   두드려 하지 않아도 쇽 다 들어가요.  건조해지려는 내 피부 속을 지키려고 얘가 한겹 막을 만들어 주는 느낌이랄까?  밤에 주문하고 새벽에 받아 아침 세안 후 뿌리니 진짜 ㅎㅎㅎ 성질 급한 저같은 사람 기분 좋아버리네요 ㅎㅎㅎㅎㅎ 
4494,223,그냥 나쁘지 않아요
4495,223,향 은은하고 좋아요 
4496,223,너무건조해서 후기좋아서 구매
4497,223,울 딸 기초는 모두 구달제품입니다
4498,223,가성비 좋고 사용하기 편해요
4499,223,할인하길래 수시로 뿌릴 용도로 구달 미스트 처음 사봤어요. 유통기한 넉넉한 제품으로 왔어요.
4500,223,딸아이가 향이 좋다고 해서 좋아합니다
4501,223,분사력은 너무 부드럽고 좋은데 촉촉한지는 잘 모르겠어요 그 때 뿐인 것 같아서 아쉬워요 
4502,223,미스트 사달라고 엄마의 요청이 와서 요걸로 주문 드렸어요 좋아 하십니다.
4503,223,뷰티컬리는 거의 처음 이용해보는것같네요 세안직후 사용하려고 구입했습니다 
4504,223,늘 구매하는데 작년인가 처음 쓸 때 보다는 미세분사가 덜 되는 것 같아 그 점이 조금 아쉬워요..
4505,223,가을 바람에 건조함이 더해서 자주 뿌려요.
4506,223,상큼한 미스트 스킨으로쓰고있어요
4507,223,상큼하고 촉촉 건조함이 없어요 수시로 뿌리면서 다녀요
4508,223,용량도 넉넉하고 촉촉해요.
4509,223,구달 제품 다써봤어요 미스트가 나온줄  몰랐어요 요즘건조해서  하나 사고싶었는데 뿌리는순간 청굴 향이 상큼하네요
4510,223,가을이라 건조해서 사봤어요
4511,223,상큼한 향이 좋네요. 
4512,223,비타민촉촉 비타민이라 살짝 세콤
4513,224,굿굿 좋아요 몇통째 쓰는 꾸준템이에요 
4514,224,촉촉해요 끈적이지 않아요 !!
4515,224,자주 사는 제품이예요 
4516,224,할인해서 샀는데 촉촉해요
4517,224,좋아요 잘 사용 해보려고요 촉촉하겠더
4518,224,촉촉해서 좋습니다.
4519,224,끈적이지 않고 좋아요. 
4520,224,촉촉해서 너무 좋아요 
4521,224,촉촉한 피부를 만들어주는 에센스에요 좋아요 
4522,224,수분이 가득하네요. 건조함 해결
4523,224,항상 사용하는 제품인데 요즘은 좀 당기는 느낌이라 크림이랑 같이 사용해요
4524,224,동국제약 꼭 필요한 서비스만 줘서 너무 좋아요
4525,224,세일해서 좋은 가격에 구매했네요 촉촉해요
4526,224,흡수도 금방 되고 좋은 거 같아요
4527,224,전에 품절됐었는데 지금 세일 하길래 쟁입니다.엄마가 엄청 잘쓰세요! 
4528,224,"고등 아이가 써보더니 좋대서 하나더 사서 줬네요,향기 강하지 않아서 저는 여기 화장품 쓰네요"
4529,224,텍스처가 가벼워서 좋아요
4530,224,가격대비 쓰기 무난한데 무향이라 조금 이쉽네요
4531,224,몇년째 사용하고 있어요 
4532,224,무난히 잘 사용하고 있어요
4533,225,첫구매 했어요 좋아요
4534,225,첫구매 좋아요!!!
4535,225,하고 나니 촉촉하고 피부에 광이 나네요
4536,225,사용해보고 후기 작성할게요
4537,225,하이드로겔이라 촉촉하니 조아요. VT에 중독된듯 컬리가격도 행사도 자주해서 좋네요
4538,225,좀 특이하네요. 근데 잘 찢어져요
4539,225,좋아요가격은 비싸지만
4540,225,수분 공급도 좋고 콜라겐이라 붙이고 움직이기 편해요
4541,225,잘 사용하겠습니다 
4542,225,시트가 아니라 겔이라 조아요
4543,225,생각보다 에센스가 많지않고 비싸요
4544,225,pdrn성분이 궁금해서 구매해 봤어요 좋네요 또 구매할게요
4545,225,좀 비싸지만 넘 좋은데 묶음으로도 좀 팔아줫음 좋겟네요. 낱개로 사려니 10장 
4546,225,감사합니다 잘 쓰겠습니다 
4547,225,3일전 리들300을 썼더니 얼굴이 붉어지고 미세침이 손상을 주긴하나봐요 그래서 이팩으로 좀 진정시켜볼려고 해봤어요 팩 겔타입에 내용물이  많지는 않아도 시원해요
4548,225,뜨거워진 얼굴에 열 내리기 좋았어요. 흐르지 않아 붙이고 있기도 괜찮았구요.
4549,225,후기보고 구입했엉ᆢㄷ
4550,225,밤12시30쯤도착. .배송하시는분이요란하게집어던지셔서배송도착알았어요. . 박스케이스에들어있어망정이지 깨졌나싶었는데 . .ㅡ ㅡ 기분이 좋진않음. . 깨지는거였음 어쩌려고
4551,225,피디알엔 에센스 쓰고잇는데 첨엔 잘 모르겟더니 계속 쓰니 피부도 더 건강해진거같고 예민한것도 많이 좋아지는거 같길래 마스크도 사봅니다
4552,225,최근들어 피부 발란스가 무너져서 진짜 20대 이후로 오랜만에 좁쌀여드름이 이마에 폭발하게 됌.. 좁쌀 여드름이 생기는 큰 이유 중 하나가 유수분 밸런스 때문이라고 해서 1일 1팩을 좀 제대로 해보려고 테스트겸 구매해봄 하이드로겔 제품은 좀 무겁고 금방 떨어지지 않을까 했는데 붙이고 있는 와중에 떨어짐도 없고 건조함도 생기지 않았음 추가구매해서 더 써볼 예정!
4553,226,저분자만이 아니라 고분자 섞여야 흡수도 좋다고 해서 저분자 사면서 고분자 섞여있는 에센스 같이 샀구요 닥토로 만들고 에센스로 쓰고 미스트로 잘 쓰고 있구요 수분을 더 잘 지키기 위해서 호호바오일도 같이 넣어줬구요 속보습 시켜주고 문 안 닫으면 금방 건조해지고 슬프니까요 원씽 쓰면서 알러지나 트러블은 없어서 언제나 안심하고 사용하고 있고 새로운거 나오면 다 사용해보고 있어요 전부 다 아무 문제 없구오 겨울철 예민하고 건조한 제 피부 잘 지켜주고 있어요!! 엄마도 원씽으로 만든 화장수 좋아하셔서 챙겨드리고 있어요 첨엔 만들어쓰는 저 보고는 사서써라 ㅋㅋㅋ 그러시더니 요즘은 뭐 새로 나와서 만들었다하면 바로 가져오라 하시네요 ㅋㅋㅋㅋㅋ 지인들도 써보고 좋아서 원씽으로 많이 넘어 왔어요 원씽으로 계속 제 피부 지킬 수 있도록 오래 판매해주세요!! 저는 너무 만족하는 상품이라 추천 오백만개 박고 갑니다!!
4554,226,로션에 한방울씩 섞어서 바르고 있음
4555,226,기대해 봅니다 사용전
4556,226,히알루론이라고 딱히 촉촉함은 모르겠고 개기름은 음청 올라옴.
4557,226,얼굴에 모 많이 안 발라도 스킨 바르고 이거 바르면 안 땡기고 좋아용
4558,226,좋다는 후기 있어서 구매해보아요 세안후 처음쓰는 스킨으로 써볼까하고 주문했는데 아직 사용전이라 잘 모르겠어요
4559,226,좋아요   스킨만들 때  필수  건강한 화장품
4560,226,인진쑥이랑 같이 써볼러고 구매했어요
4561,226,잘받았어요. 히알루론산 성분위주로  있는 액상이 필요한데 요게 딱이네요. 
4562,226,악건성이라 세수하고 레이어드 해서 쓰려고 싰는데 괜찮은듯?  레이어드해서 일주일 써봤는데 확실히 속건조 잡힘
4563,226,건조한 피부라 구매합니다 촉촉하니 만족해요
4564,226,건조한 피부에 도움이되는거 같아요
4565,226,성분이 좋아서 구매했어요
4566,226,여러번 구매했어요 원씽 다른 토너와 믹스해서 닦토용으로 사용해요
4567,226,스킨 대신 사용하는데 촉촉하니 좋아요. 
4568,226,처음 써보는데 피부에 착착 붙는게 좋아요 아직까지는 피부 트러블없이 반응 괜찮은것 같아요 
4569,226,기초 바를 때 상황에 맞게 알로에랑 히알루론산 바르는데 한동안 알로에만 요즘 건조해지면서 부족한 듯 해서 히알루론산도 시켰어요.
4570,226,딸아이가 화장품 선택에 예민한 편인데 괜찮다고 합니다. 순하고 좋은 듯 해요
4571,226,원씽으로 다 바꾸고 있습니다
4572,226,스킨 대신 분무 용기에 담아 뿌리니 촉촉하고 좋아요. 
4573,227,300앰플 사용후 재생 관리용으로 사용하는데 너무좋아요 니들앰플 흡수후 사용하면 얼굴이 탱탱해져요
4574,227,잘 받았습니다  촉촉해요
4575,227,잘 받았습니다  완전 촉촉해요
4576,227,완전 촉촉해요 하고 나면 꺼칠한 피부가 나아지네요
4577,227,리들샷도 잘 써서 구매해봤는데 이건 무난해요
4578,227,겨울이어서 뭘 좀 많이 발라주어야 되잖아요? 3스텝이라 관리하기 간편하고 좋아요
4579,227,찌릿한 느낌으로 피부에 스며들어요. 하고나니 피부가 쫀쫀 좋아요.
4580,227,브이티 시카 콜라겐 올인원 3STEP 마스크  보습 탄력 관리에 좋다고 해서 구매했어요!  할인들어갈때마다 쟁여야겠어요!! 
4581,227,시트가 엄청 매끈하고 피부에 밀착되어서 좋아요! 마스크팩 하고 나면 피부가 쫀쫀해진 느낌이 들어요
4582,227,아직 사용해 보기 전이라.. 좋겠지요?
4583,227,피부가 안좋아져서 써보려구요 
4584,227,환절기라 건조해서 콜라겐 듬뿍으로 구매해봅니다
4585,227,여러 단계가 있어서 촉촉하게 잘 사용 했어여
4586,227,엄청 촉촉하네요. 좋아요.
4587,227,우연히 알게된 vt 컬리에도 판매해서 구매했어용  뷰티컬리페스티벌 너무 조아용 
4588,227,건성피부타입인데 후기 좋아 구입했어요
4589,227,오좋아요 화장품 가방에 쏙
4590,227,가을이니까 피부에 신경써야해요
4591,227,리들샷 이것도 사용해 보려고 주문
4592,227,300짜리 증정품 사보고 욕심나서 700 도 사봄
4593,228,스틱형이라 요새 휴가철 요긴하게 쓰일 팩이에요. 제형은 마치 슬라임처럼 탱글탱글해서  팩과 에센스의 중간 제형으로 발림감이 산뜻해요. 짜보고 살펴보니 섞여있는 예쁜 금빛 가루가 눈에 띄고 푸딩처럼 탄력있는 흐르지 않는 제형이 고급스럽게 느껴졌어요. 얼굴에 바르니 처음엔 쫀쫀하게 발리고 톡톡 마사지해주면 일정 시간이 지나면서 코팅되듯이 매끈해집니다. 씻어낼 필요없이 취침하면 되고 자는 사이 건조함없이 잘 스며들어서 아침에 일어나니 얼굴이 촉촉해있어요. 고급스럽게 만든 제대로 된 슬리핑 팩이란 느낌입니다. 단지 한 스틱당 양이 좀 오버해서 얼굴에 바르고도 남으니 너무 아까워요. 둘이서 한개를 나눠 바르던지 한번 사용하고 남은팩을 밀폐해 보관해하고 다음날  다시 사용해도 좋을것 같아요. 골드 펄이 함유되어 있는데 가격이 이렇게 착해도 되는지 클레오파트라와 양귀비 피부관리 팁이 골드라는데 한번 호강 아닌 호강을 ㅎㅎ 누려볼게요.
4594,228,밤에 듬뿍 바르고 자니 아침에도 쫀쫀 촉촉하네요
4595,228,저는 이거 없으면 안돼요. 하루의 마지막은 수면팩으로. 
4596,228,몇년째 매일 쓰는 팩. 저는 악건성이라 제게 필수 
4597,228,양도 많고 바르고 나니 피부가 부드러워요 
4598,228,꾸준히 보습용으로 잘 사용하고 잇어요. 세일많이해주세오
4599,228,피부미인을 꿈꾸며 세일 해서 바로 샀어요
4600,228,쓰기 편해서 계속 구매해요
4601,228,좋은것 같아요 !! 꾸준히 써볼겡 
4602,228,세일해서 착한가격에 구매했어요.  써보니 괜찬아요 
4603,228,스틱형이라 한번씩 뜯어 사용하니 편하네요! 양이 많아 한포 뜯어 2번 할 수 있겠던데 상할까봐 그냥 덕지덕지 두툼하게 한 포 다 써서 발랐어요.
4604,228,자기전에 듬뿍 바르고 자면 좋아요
4605,228,양도 많고 사용하기 편리해요
4606,228,팩을 따로 붙였다가 떼어내지 않아도 되니까 간편할것 같아서 구매해 봤어요
4607,228,당기는 느낌이 있는데 원래 그런건가봐요
4608,228,붙이는 팩 귀찮아 잘 안 하는데 이건 바르기만 하고 자면 되서 편해요
4609,228,괜찮아요 ㅎㅎㅎ 안건조해요
4610,228,일회용으로 되어 있어 여행갈때 좋아요
4611,228,궁금해서 구입해봤는데 바르고 나면 약간 얼굴이조이는 느낌은 있는데 딱히 좋아지는 느낌은 없어요
4612,228,여행갈때 쓰기 편해요
4613,229,팩 처음구매해요 촉촉 하고 부드럽고 비건이라 더 만족합니다 한번쓰기는 양많아서 1팩에 2번 나눠써요 추천합니다 만족합니다 
4614,229,"힌번 사봤어요 효과있길,,,"
4615,229,수분크림 대신 써주는데 좋아서 컬리행사 하길래 컬리에서 샀어요
4616,229,사은품으로 써보고 괜찮아서 구매해용
4617,229,저는 잘 않맞아요. 처음에 듬뿍바르고 잤는데  다음날부터 가렵더니 각질이 다 올라와서 회복하기 힘들었어요. ㅠㅠ 
4618,229,한번에 다 발라봣는데 다음날 아침까지 촉촉하네요 트러블도 안나서 맘에들어요
4619,229,자기전에 듬뿍 바르고 아침까지 촉촉 여행가서 쓰기도 편하고 추천
4620,229,피부가 촉촉해요. 꾸준히 써 봐야겠네요. 
4621,229,와 주말에 받을 줄 몰랐는데 배송 짱 빨라요ㅎ 지인 선물 해줄려거 샀어요  달바제품 대부분 좋더라구요!
4622,229,일단 바르기만 하면 되니까 다른 팩보다 손이 잘 가요 팩 사놓고 귀찮아서 안 하게 되는 경우가 많았는데 넘 좋아요
4623,229,행사해서 싸게 샀어용
4624,229,원래 쓰던 제품인데 최저가로 세일하길래 구매했어요  슬리핑팩이 끈적거리기 쉬운데 이건 안 그래서 좋아요 
4625,229,귀차니즘이라 거의 얼굴에 멀 잘안바르고 자는타입이라 한번 써볼려구 구입해봤어요 마스크팩도사고 슬리핑팩도사고ㅎㅎ 적은금액으로 이렇게나많이 득템했어요ㅎ 한번에 다하면 영양과다?로 피부가 놀라 자빠지겠는데요ㅎㅎㅎ 열심히 부지런히 예쁘게 잘쓸께요 거칠고 지친내피부에 잠시나마 휴식을 주고싶네요
4626,229,슬리핑 팩이라고 무겁거나 끈적이지 않아서 좋아요! 피부가 촉촉해지고 사용법이 편해서 자주 할 수 있을 것 같아요
4627,229,귀차니스트가 쓰기 좋을 것 같네요. 여행용으로도 좋을 것 같고요.
4628,229,민감성 피부인데 트러블이나 가려움 없이 잘 맞았어요 아침에 피부가 환하고 무슨 막 씌어진것처럼 쫀쫀해서 감동했습니다 다 사용하면 재구매 할거에요
4629,229,한봉지에 양이 많아요 듬뿍올리고 자면 다음날 수분광 돌아요
4630,229,기초 바르고 마지막으로 바르는데 간편해서 너무 좋아요
4631,229,바르고 아침에 일어나면 촉촉
4632,229,쓰기 너무 편하고 좋아요
4633,230,패드만 사서 클리너도 주문해야겠어요
4634,230,날이 추워서인지 모공이 급 줄어서 아직 사용전
4635,230,코팩 리필이 필요했는데 딱 여기있너요.
4636,230,코팩 클리너 사면서 같이 구매했어요. 좋아요.
4637,230,성분이 좋고 블랙헤드 제거에 효과 있네요. 오래 얹어두면 건조한 느낌이 들어서 짧게 붙였는데도 괜찮은 것 같아요.
4638,230,아직 사용전이라 원씽은 이제까지 만족해서 믿음으로
4639,230,사이즈 미니하고 귀여워요 아직 사용전 
4640,230,요거 좋아해서 재구매해요. 함께 들어있는 패드 올리고 15분 기다리면 되니 간편합니다.
4641,230,그냥 잘 모르겠어요 엄청 잘 불려지진 않는것 같아요
4642,230,사이즈 넉넉하고 부들부들함
4643,230,기존에 쓰던 게 넘 독해서 바꿔보려구여
4644,230,한번만 해봐서 효과는 모르겠지만 게속 써볼께요
4645,230,부드럽고 팩하기 좋습니다
4646,230,저자극이고 며칠해줘야대여
4647,230,약간 번거로운ㄷㅔ 떼어내는거보단 덜 자극
4648,230,코에 자극없이 딱 피지만 불려서 강추요 붙여놓고 말려서 뜯는 코팩보다 훨씬 나음
4649,230,진짜 맛도리임 15분정도 있다가 필링기로 밀면 자극없이 피지 쫙쫙빠집니다
4650,230,코 피지연화제랑 같이 쓰려고 구매 세상좋네요. 나 20대에도 이런것좀나오지..ㅠㅠ 40중반에 이런게 나오다니. 
4651,230,코에 올리기 딱좋아요
4652,230,십분만 올려놔도 피지가 올라와요
4653,231,마스크 이거 좋아요!
4654,231,자주 구매해요 많이 건조한날 사용해요
4655,231,비타콜라겐 마스크팩 자주사용해요
4656,231,질쓰던게 리뉴얼 되어서 전바전 찾다가 샀어요
4657,231,세일하길래 첫구매해요 
4658,231,비타콜라겐마스크 뷰티컬리로 저렴하게 구매했어요
4659,231,향도좋고 피부효과 좋네요
4660,231,좋은지 사용해볼게요
4661,231,세일할때 무조건 사여해요
4662,231,애정하는 팩인데 세일하니 쟁여봅니다
4663,231,효과 좋았으ㅕㅁㅇ 해요 ㅎㅎ 
4664,231,콜라겐이 듬뿍 좋아요
4665,231,상큼한 레몬 향이 나고 피부에도 붙어서 좋았어요. 흡수가 나쁘지 않은 것 같고 처음 붙일 땐 잘 붙지 않는 것 같아 걱정했는데 시간이 지나니 밀착도가 올라가고 확실히 반투명해지면서 흡수가 되는 것 같아 좋았습니다. 다음 날도 적당히 촉촉했어요
4666,231,전에 쓰던제품이라 구매햇어요 오래붙여도 건조하지않아요
4667,231,다른팩에 비해 가격은 조금 있지만 진짜 효과 좋음
4668,231,좋아하던 팩을 컬리에서 구매할 수 있어서 좋음
4669,231,레몬향  비슷한거 상큼 시큼한 향이 나고 좀 끈적임있고 30분정도 후에 좀 하얘진거 같네요시원해요 1일 1팩으로 관리좀 해보려구요
4670,231,사용하기 편하고 사용 후 촉촉하고 피부도 맑아지는 듯해서 늘 쓰는데 컬리에서 세일하길래 구입해요
4671,231,메디앤서 넘 좋다구요 세일 계속해주세여ㅠㅎ
4672,231,자주 사용하는 제품이예요 저녁사용 후 다음날 까지 피부가 촉촉하고 좋아요
4673,232,어머니 선물로 드렸는데 너무 좋아하세요  원래 쓰던 제품이라 반신반의 했지만 정말 백화점 제품이랑 똑같아요! 할인에 증정샘플도 넉넉해서 정말 잘 샀습니다!  앞으론 뷰티제품 살땐 뷰티컬리 이용해야겠어요ㅎㅎ  너무너무 만족합니다 
4674,232,시어머니생신선물로 강추합니다 너무 좋아하셔서 선물하는저도 기분이 너무 좋더라구요ㅋ
4675,232,스킨로션다써가서 구매. 늘쓰던거라. 건조피부에 이만한게없어요. 아주 저렴하게 잘산듯.쌤플도 넉넉하고 좋아요.
4676,232,할인행사 감사합니다
4677,232,매우만족스럽습니다 ㅢ
4678,232,컬리에서도 이렇게 고급지게 선물용으로 살수 있다는게 대만족스럽습니다 선물용으로 대성공입니다 컬리고맙습니다
4679,232,컬리가 가장 좋은가격으로 진행해서 컬리에서 주문했어요 !!  자음생 너무 좋아요 엄마께 선물했습니다 춥고 건조한 계절에 쓰기 좋아요
4680,232,엄마 생신선물로 사드렸는데 포장부터 구성까지 정말 만족합니다 매년 행사 해주세요 매년사드리려구요 가격도 좋게 제품도 최고 만족합니다
4681,232,배송 빠르게 잘 받았습니다. 주문한 대로 사은품 이라든지 여러 가지 포장재도 잘 챙겨 주셔서 감사 드려요. 근데 우산은 생각보다 좀 부실 하네요. 디자인적으로 신경 많이쓰신 것 같기는한데 실질적으로 사용 하기에는 조금 사용감이 많이 떨어지는 아쉬움은 있네요
4682,232,배송빠르고 상품좋습니다
4683,232,가격이 젤 저렴한건 아니지만그래도 뷰티컬리상품 구성과 믿음으로 주문해요
4684,232,지함보 세트로 주문하고 싶었는데 없는걸로줌 되서 아쉬워요 
4685,232,처음 구매했어요  피부가 많이 건조해서 큰맘먹고 바꿔 봤어요 
4686,232,선물용으로 구매했어요 지함보까지 있어서 좋네요
4687,232,증정품 소진됐다고 하나도 안왔네요  그럼 소진됐다고 상품페이지에 표시를 해주시던지 그래야하는거 아닌가요 
4688,232,선물 해 드렸는데 받는분이 너무 좋아하셔서 잘 선택했다 생각 합니다.
4689,232,샘플은 복불복으로 주시나봐요 하나도 안왓네요 
4690,232,지함보가 없네요  선물용으로  구매했눈데  ..  지함보가 있어야 훨 좋아보여요
4691,232,"오후 12시41분에 주문, 오후 9시 56분에 배송 받고...컬리에 감동입니다. 미국에 거주하는 친척 언니가 모레 출국해서 낼 만나서 선물을 전달하려고 합니다.  선물 포장이 되어서 오고  쇼핑가방도 오니, 백화점에 가지 않아도 되니  좋았습니다. 무엇보다도 할인 가격에 할인쿠폰도 적용되어서 좋았고 생각 이상으로 쌤플을 많이 보내 주시니 감사하네요.  기분  좋은 쇼핑이 되었습니다"
4692,232,엄마 선물드렸더니 좋아하시네요
4693,233,"쿠션중에 설화수 퍼펙팅 쿠션 좋다고 소문이 나서 구입해보고 싶었는데 저에게 맞을지 안맞을지 고민이 되서 일단 집에서 사용하려고 리필 하나 구입해봤어요 컬러는 21호가 베이지 컬러라서 무난할것 같고 N 과 C 중에서 고민을 하다가 여러 후기를 찾아보고 C는 은은한핑크톤이 나면서 화사하고, N은  차분한느낌이 난다고 해서 고민끝에 C를 선택했어요. 일단 이제 봄이고 조금 더 화사해보이고 싶은 마음에 C를 선택했습니다.  뷰티컬리 제품을 받을때마다 퍼플케이스에 담아주셔서 선물받는 느낌이 들어서 받을때마다 기분이 좋네요 그냥 제가 쓰려고 구매하는건데 선물받는 느낌입니다! 오후에 주문해서 화장품까지 새벽배송으로 받으니 더 좋구요!!  받자마자 아침에 바로 뜯어서 외출할때 사용해봤어요 쿠션인데 커버감이 좋습니다! 생각보다 커버감이 좋고 조금만 묻혀서 발라줘도 잘 퍼지면서 밀착력도 좋고 컬러도 아주 마음에 듭니다 유투부에서 후기 많이 찾아봤는데 설화수 퍼펙팅 쿠션으로 화장하고 외출하고 한참을 지나도 무너지는게 없다고 칭찬을 하던데, 저도 오후에 거울을 봤더니 역시 무너짐도 없고 뭉침도 없이 아침에 화장한 느낌 그대로 였습니다  겨울 끝물 봄시작이라 정말 피부가 건조하고 화장할때마다 속상했는데 설화수 써봤더니 피부가 좋아보여서 완전 만족입니다 본품사서 외출할때도 가지고 다닐 정도로 맘에 듭니다!"
4694,233,커버력이 좋아서 컨실러 필요없는 것 같아요ㅎ 헤라 블랙쿠션에서 설화수로 넘어왔는데 40대라 그런지 설화수가 더 잘 맞네용ㅎ
4695,233,헤라쿠션과 번갈아 사용하고 있습니다. 잡티와 주근깨 여왕인데 주변사람들은 피부가 어쩜 이리 깨끗하냐고 합니다. 얇게 한번 두드리고 그위에 또 얹어서 한참 두드립니다.많이 헤라쿠션은 살짝 매트한데  설화수는 화장 후 얼굴이 반짝반짝 합니다. 변신이 완벽한 쿠션
4696,233,뷰티쿠폰으로 완전 저렴하게 구매했어요
4697,233,몇년째사용 조아요 굿
4698,233,엄청 화사하진 않고 그냥 제피부같아여 촉촉은해여
4699,233,저렴하게 구입해서좋아요 사용하기도 좋아 요
4700,233,미리 쟁여둡니다 리필 교체 때마다 하나씩 미리 사두는데 마켓컬리에서 살 수 있어서 좋아요
